contact_id,firstname,lastname,contacttype,jobtitle,mosid,commission,school,languagename,gender,environment,shortname
0DrFZHlDzS0yyZ67yZeK+CiKwxNxAd92XoHlF6bomsoAAK8/AXiG8A==,Theodore,Walker,NULL,INF,180,Officer,INF School,French,Male,Air,Capt
0DRkFRmTWvsl2Bg+k8FJzIPGhezdrJxnyI/A3EwLdQMAAK8/AXjBiQ==,Sandra,Findley,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Sgt
0ds9r5iQ2ENLAurcuFJ0LrIqWqX3kdxVGvOudDO+hj4AAK8/AXj7QA==,Harold,Scott,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,WO
0E04vYXDrBhokemQVDopiWbZSP2rEu/K0+sefUFnMC0AAK8/AXjBng==,Jimmy,Hansen,NULL,ARTY,179,Officer,RCA School,English,Female,Army,2Lt
0FfZQmyXIh5w3DyD/D75nemTIkGBnkAfVSA7sRzt6pwAAK8/AXiG3Q==,Thomas,Nickerson,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Air,Cpl
0G3HNmlMVBU59SDXR5AgFW/UeImimcYlFbLSVx/blh0AAK8/AXf/ag==,Lana,Howard,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,Pte(B)
0HbocWLH5RDl0fKJWO0adQ3TZocdt32beCblDDgVy0IAAK8/AXf/Yg==,Reyna,Rice,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Pte(B)
0hgchGxCFUOzVDtUxW6qcffxEWktc55vLf9dF2yO45MAAK8/AXf/bw==,Judith,Lyon,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Army,Pte(B)
0Hi4lNTVrXR0DDkhxpUlsD72AE9Xa4pIACvZGt4glhkAAK8/AXj7Ow==,Lillian,Montgomery,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
0Hqtnb03/Z2GtlZUurGQqTkF+AUM0l6PiD/FBdLWU4MAAK8/AXiG7w==,James,Eason,NULL,INFTR,10,NCM,INF School,French,Male,Army,Cpl
0ijRYVw73s+tyNDMsjlM7shxcNrr0YQ7JxP/5vUfDAsAAK8/AXiG8g==,Sara,Gullatt,NULL,INF,180,Officer,INF School,English,Female,Army,2Lt
0jCsCec/cG4jipwa/LlnfDT/dyRHFIpNso5+aWILnGYAAK8/AXjBiQ==,John,Villasenor,Student,CRMN,5,NCM,RCACS,English,Male,Army,Pte(R)
0jcWkEFwnM1EQISm63k1xKTkWTNnc/xAu8sI/Yvr5WUAAK8/AXf/bQ==,Stephen,Clark,NULL,LINE TECH,384,NCM,CFSCE,English,Male,Army,Pte(B)
0jF2/87N1nF2bqL4oe/ddOMFv8DyEjKxHD//grRVjyoAAK8/AXj7Pg==,William,Wheeler,NULL,EO TECH,NULL,NCM,RCEMES,French,Male,Army,MCpl
0KjbYHslUiMXHb+0s5fTyziOCtmf+ENVqFdgjcjAw8EAAK8/AXiG7w==,Denise,Sampson,NULL,INF,180,Officer,INF School,French,Male,Army,2Lt
0KUiDJmyPmdUjGB2JTH2qIkQvCsd0ztTGVcTFI4bZckAAK8/AXj7PA==,Sharon,Woodson,NULL,TRG DEV,211,Officer,RCEMES,English,Male,Army,Capt
0mH3YI7h0gPKCux250qs/zvhZ+Wo9XhpZV6c/v5zDJ4AAK8/AXj7Pw==,Alexander,Skillings,Student,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(R)
0mJl7InZ4VYuWLnC++hcwmTBqTiMypccj3CV3GNjAv4AAK8/AXiG8A==,Peter,Dixon,NULL,INFTR,10,NCM,INF School,English,Male,Army,Cpl
0mrXw2SqvTJsxuDulpluD+ajSl3leawwGUpqstISXDsAAK8/AXf/eQ==,Robert,Brown,NULL,FSA,376,NCM,CFSCE,English,Male,Air,Pte(B)
0Nx04jdhReaMLTiWJshlInW+oS0gfwdUBcpIamt/UU4AAK8/AXf/YQ==,Sarah,Tripp,NULL,INFTR,10,NCM,CAAWC,English,Male,Army,WO
0OVZP1RkNQWOhkUk7ULANzWByCQp45hDA9JS1KxJldAAAK8/AXj7Pg==,Sean,Magallan,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
0oYWwfKlwe2/FqIZPEa44q3TJGO0HGlW9KBQIWXmlqMAAK8/AXiG9g==,Gordon,Dixon,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
0PUeVOqy63TOgDghMLWrq9R86cfUXbZ7Yvxyy3GHiH0AAK8/AXj7Ow==,Warren,Henschel,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Sgt
0pVHaz8YXI5fFS+0OmrxLRypsvpwEnWBTpHsr6pqdIIAAK8/AXj7OA==,Judy,Williams,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,MCpl
0QHXT++T2zJsK+XjqmYtppUm5YKTto+AtRHcEI5zwR0AAK8/AXiG7g==,Josh,Banvelos,NULL,CRMN,5,NCM,CTCHQ,English,Male,Army,MWO
0qYqn23fi1ynBHTr6xtH5CaWNcABD5xo48iN6TJiGfgAAK8/AXjBkA==,Sharon,Ferrer,NULL,ARMD,178,Officer,RCACS,French,Male,Army,2Lt
0sg3jFPSPOUq0uoyUivMIw0w1+wc6xfF7zf685g9QGgAAK8/AXf/bg==,Brian,Kabrick,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Air,MCpl
0sIH0N+3lMMbLPBeXlyw/r0WvF5rsDptVy95ScCz1QsAAK8/AXiG2w==,Sandra,Taylor,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Air,MCpl
0suaX0Vk3ffrD+ei18dUqoGGHtaxFPfuK6xol73yBzkAAK8/AXf/YA==,Darryl,Mcgeorge,NULL,MAT MGT TECH,168,NCM,CAAWC,French,Male,Army,Sgt
0tWg+JC2vtKa2PN9RGU8uNrKRy+pYpIH2HD3+2z6vH0AAK8/AXjBiw==,Edward,Cooper,NULL,CRMN,5,NCM,RCACS,English,Male,Army,MCpl
0uvvIO+jdVUC4aIwbuqtBEjDweplVU/C57gmfZo+HmkAAK8/AXiG7Q==,Billie,Buxton,NULL,INF,180,Officer,CTCHQ,English,Male,Army,Maj
0uxQDpjNuj+OUVxn9rOZhB9t/C2MN2OH8H+eLxi727cAAK8/AXj7Pw==,Rodney,Griffeth,NULL,CPO1/CWO CORPS,381,NCM,RCEMES,English,Male,Army,CWO
0V+NXmewRi6B4EdCYl8eFqtFLkF4tw2AWCBanQg3T/0AAK8/AXf/cg==,Betsy,Siders,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Air,Pte(B)
0v6w0Mzx7s7XOdpxRbcRi9tcgeLVYqp3pDn47Z7iNqoAAK8/AXjBmQ==,Bonnie,Bubert,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Pte(B)
0vceSD+dI7YRaTfpPYuAvlo2e+aUey3453Jx/nK9yUYAAK8/AXf/YA==,Ellen,Ogrodowicz,NULL,FSA,376,NCM,CAAWC,English,Male,Army,Pte
0wF5O5vdcoLfaKfMDVyRQ31FuPgIJhT5iyvPc7Tg5psAAK8/AXf/cA==,Kelly,Pereira,NULL,SIGS,341,Officer,CFSCE,English,Female,Army,Lt
0WkgHnwVXxRLykhRnc/DsYrg0lb3I1aZHsuQtZo9mjIAAK8/AXj7NA==,Joseph,Williams,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
0WswqMDXt4/za9HZjbYDpqVerzoy7pjezLdxtbjUj6IAAK8/AXf/cA==,Jose,Bailey,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Cpl
0WxQgZkBRkj08osTt2eW021SDr2Hl6oAqbtU/7ZsU0wAAK8/AXf/Xw==,Gilbert,Harper,NULL,ENGR,181,Officer,CAAWC,English,Male,Army,Capt
0wzCeTKLuph0QecT+Zzx8ol6KyjSVR+6uQ4V4LZlWgQAAK8/AXj7Ng==,Rosalyn,Pacheco,NULL,EO TECH,NULL,NCM,RCEMES,French,Male,Army,MCpl
0y6IdomfEjstoHK6eimWjjvtGVd3eL2R0bN/bAW5P1EAAK8/AXjBog==,Ryan,Lukes,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
0zf6L8kYJbxB7guYym/eidJutjW76FViJPHYt77bL30AAK8/AXf/YQ==,Stephen,Moses,NULL,CBT ENGR,339,NCM,CATEU,English,Male,Army,WO
1+0WrRcq3OWfFaiPWirgIzvIGr6ms9hi5R0FkRbERGQAAK8/AXjBig==,Thomas,Fry,NULL,ARMD,178,Officer,RCACS,French,Male,Army,2Lt
1+3RR56uDay240SqN5Dd+1F7+E2bhzqeaGqNC0PFs9wAAK8/AXf/cA==,Teresa,Nez,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Air,Pte(B)
1+Abp/Y53ywUUhSl+xW4nqK7ofLItRdflOBlUYpO7PgAAK8/AXf/dw==,Myrtle,Chico,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
1+P49VpHy727fyEZ52QUyR43KC4RE3UqickLwLOLeywAAK8/AXjBjA==,Alton,Do,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
1/6iiFFooNerHXpgyUMfD2I4E+5oVMGjHjHD9R7MzuIAAK8/AXf/aw==,Larry,Hernandez,NULL,CELE,NULL,Officer,CFSCE,French,Male,Army,2Lt
103NQ5eB8LVXdzMT/AnFeu3AE9+zNNjEXurOT6mIVLwAAK8/AXjBjA==,Alfred,Yocum,NULL,ARMD,178,Officer,RCACS,English,Female,Army,Capt
10O4k1c236voi8KVTHzsATEQkP3AFsrDXtlsFI1S6d8AAK8/AXf/cg==,Irene,Anthony,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Pte(B)
10XD6qLqAgd5o8XAmeKeU+Q8AEXwWHxacWvFfQ/5nZMAAK8/AXiG5g==,Jenna,Redway,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Sgt
11KNKygIuTnZw28hYX2ddQ69P7ySzfh0iWYtA3jEQ6YAAK8/AXj7Ow==,Trevor,Smothers,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Cpl
11Q/dYApFnecVimcq+CHvW8KXoUBXm/1hUhXCgL/fLgAAK8/AXj7QA==,Mark,Dodd,NULL,IMAGE TECH,137,NCM,TAC School,English,Female,Army,Cpl
12iEOoUrT2tsNggeK99oYwuFsOiUQDURvXpBOFwD7oAAAK8/AXj7OQ==,Caleb,Alvarez,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
12xKp+fqmhb3x2TStrRYgrih0LqGzB5AsKUXZDhuF1YAAK8/AXf/aw==,Naomi,Treleven,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,Pte(B)
132yE2BCJ3/FuCHHz3Yoh9PyaTU4YS5FzHuQ9FgIyG4AAK8/AXjBnA==,Lynn,Rodriquez,NULL,GNR,368,NCM,RCA School,French,Male,Army,Pte(B)
13b+9NcW35+PHE7F9GfMQdXKUEOwUfQCP1xzixGKz6kAAK8/AXj7Pg==,Angela,Higgins,NULL,EO TECH,NULL,NCM,RCEMES,English,Female,Army,Pte(B)
13uccJ+EWNbJm1CtZtmqBeI92AzGNySRu4kHqDGWae0AAK8/AXf/aA==,Annette,Ross,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Pte(B)
140WjjPU/tyq03vjp5GzAlPrmTIoegoi4ZZ2IWGZuUIAAK8/AXiG3A==,Helen,Whitaker,NULL,CBT ENGR,339,NCM,CFSME,English,Female,Army,Pte(B)
14lO+ZlQeGVpNorMW1NgtxhisP6SmsVNHO3MLvsgKcEAAK8/AXjBiA==,Jennifer,Maggio,NULL,GNR,368,NCM,INF School,English,Male,Army,Pte(B)
150vfMOSpDsCpD1X+Rw6NObI46cSURV1nUVfIhvuO7IAAK8/AXiG9w==,Steven,Decarr,NULL,INF,180,Officer,INF School,French,Male,Army,2Lt
15gypiFkWHgBYR4lIbfNjduo5grkdfqL44NAc2KI+WMAAK8/AXf/aQ==,Patricia,Tillett,NULL,LINE TECH,384,NCM,CFSCE,French,Male,Army,MCpl
167IHAXs4zjOrh5mGUxIL/Xv2T8t7epXz+snADegXIMAAK8/AXiG5Q==,Salvador,Forry,NULL,WFE TECH,305,NCM,CFSME,English,Male,Army,Pte(B)
168nfluoQyO2+ReNIf41kKEe+/wESEnVxHdHFcgVE6AAAK8/AXf/dg==,Marcus,Stanley,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Army,Pte(B)
17l4kyg37jMoqiSHMdqRzR9RZ2Eb6IDLihDnVysFC9kAAK8/AXj7NQ==,Ronald,Hughes,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
18iy5vjub+8oDp4RNoZ17XWMs9oPcRmJvoKX1eKVm7wAAK8/AXf/eQ==,Kenneth,Colon,NULL,CELE,NULL,Officer,CFSCE,English,Male,Army,2Lt
1ALKlMs2b96lSP+p5ulQ74hpGE0sVZPwC6qTXrXnZ80AAK8/AXiG7Q==,George,Wyman,NULL,INFTR,10,NCM,CTCHQ,English,Male,Army,MWO
1ASHEG6L4c/ARwV05zu158PC+p4cJraUIwaw/1jPgYsAAK8/AXjBkw==,Robert,Babb,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
1Cd64SaqtXkPFs4Gq6ARkf9QmCTFezUAVQVgkJLl1FIAAK8/AXjBow==,Michael,Russell,NULL,GNR,368,NCM,RCA School,French,Male,Army,Sgt
1CKiKJTdoGisCwYkntvfcS4aFbi9WIB89xhnXE+wa4UAAK8/AXiG+Q==,Phillip,Vranicar,NULL,INFTR,10,NCM,INF School,English,Male,Army,Sgt
1CXb3flN6UgM29T939pa3u/gJFNRJUK8+6Cv3HtQ86gAAK8/AXf/eg==,Lisa,Godwin,NULL,SIGS,341,Officer,CFSCE,English,Male,Air,2Lt
1CZdRaN6OJiyeap9qlg9xK3ZmJm0zYUDTidMmdiPSC8AAK8/AXjBnQ==,Bryan,Henry,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
1f2b+RVmN21o3T7pL9CwyjoKff4WRHv2Eh0KBitRQaAAAK8/AXjBmg==,Maria,Veneziano,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
1f68KSInSSexLLtaNMfsUyqWj+8Hejlb8JBKWJ2v7YwAAK8/AXf/bg==,Maria,James,NULL,SIGINT,120,NCM,CFSCE,French,Male,Air,Pte(B)
1fjJkQbc/SVb5JiYu59qoZLZvvzUcP7f0QSXXKD5OcMAAK8/AXf/ag==,Lee,Johnson,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,MCpl
1fnfyTyKzLTATN9nO0ezov+QsxyeVjEapK1yotJ90usAAK8/AXj7Nw==,Rebecca,Manna,NULL,VEH TECH,129,NCM,RCEMES,French,Male,Army,Pte(B)
1FZQxuTshRYXztaq1DtzorcLFo8kZVAmqMEi9FHsk+wAAK8/AXjBmg==,Morris,Wertman,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Sgt
1G5ppoB9z6VqucKcpOymBGjLkHQ7Efui6G7uIGDsnbgAAK8/AXjBhw==,Mildred,Rosas,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
1GCasnkVh/i99y81Kykg39AlDUgZcxCJhqKNTnlARecAAK8/AXjBlA==,Norman,Barrientos,NULL,ARMD,178,Officer,RCACS,French,Female,Army,2Lt
1GcyJ5hD1UIwNEAdAlvBtdgcU4CTYrS2Fp4aVAS79EoAAK8/AXj7NA==,Laurie,Williams,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
1hKDZoiNDB1GvPo6aiHKnRv8HUSpiIgPTKEDkYlFgYEAAK8/AXf/aA==,Antonio,Perry,NULL,INFTR,10,NCM,CFSCE,English,Male,Air,Pte(B)
1i7zAUM0o+OdV5rGR4FfTG1kA1Oyr0OE7cpd93cfDG0AAK8/AXf/bw==,Robert,Goslee,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Cpl
1ITcXqQRD4r13I5ljSvstcpskSqWkSTS2coG2Ps5LWoAAK8/AXf/aw==,Daniel,Ferry,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Army,Pte(B)
1ItDos1GZ2DG7976PTWQzQi3un3syLOA042UUj2juBcAAK8/AXf/bg==,Terrence,Catt,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Pte(B)
1JwRQkk1VP0YXS5zokjsiFJqUjkmNZdx3+JCQhwMhKAAAK8/AXj7PQ==,Mary,Fraser,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,MCpl
1kE+9OV0OqP4eJHHak5ftbzunn5npkHPoqtgAAlv9yYAAK8/AXf/eA==,Enoch,Will,NULL,SIGINT,120,NCM,CFSCE,English,Male,Air,Pte(B)
1KjOFPRgkQO+9MAxCG6ZfZSDhnQIRrdnBvaHqflKTjEAAK8/AXiG5w==,Rosa,Pletcher,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Pte(B)
1ksQbQB2uovBoV9f0z0nCQaSYqHJvN8520EIeOyjUXIAAK8/AXf/cg==,William,Alexader,NULL,ATIS TECH,109,NCM,CFSCE,English,Female,Army,Pte(B)
1l/eu7UeuHco97SpTsqqecDvu9IEBtzLad7lhmEUv9UAAK8/AXjBow==,Velma,Ziadie,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte
1MWx0cXgjnh7NZL2/ygPAz2ZpKlQ7RqXsaeqvRG1M2gAAK8/AXjBjA==,Mark,Hensley,NULL,ARMD,178,Officer,RCACS,French,Female,Army,Capt
1nOwZU4JIgqicJ1erQHMcX7soDLpUgk/+ttebwE45ZcAAK8/AXf/aQ==,Pauline,Dudley,NULL,IS TECH,394,NCM,CFSCE,English,Male,Air,Pte(B)
1oTh4Ms7C+lrnz87gUSN84B0K85nCQJrlT/tdxXmh2cAAK8/AXj7Ow==,Otis,Swindle,NULL,W TECH L,130,NCM,RCEMES,English,Male,Army,Pte(B)
1p+VHGlh/DWR5UNplanEVeQH3AVsfZ5SflbTzdihQZ8AAK8/AXj7PQ==,Robert,Kaplan,NULL,W TECH L,130,NCM,RCEMES,English,Male,Army,Pte(B)
1Q6OKV62apcisYsg/pfuQrdXiFpG9u3p5Crz3tjXDQwAAK8/AXj7Pw==,Logan,Siefert,NULL,VEH TECH,129,NCM,RCEMES,French,Male,Army,Pte(B)
1Qf6Fx+mJioYc1MzDbpqE/6C4sxhyriXdHm0Zmt6pqIAAK8/AXf/aQ==,Roger,Waterman,NULL,SIG TECH,385,NCM,CFSCE,French,Male,Army,Cpl
1qkRsgtlio0IWxJaXWoK01Uq3RClJ8Kggx3UdwKr6iQAAK8/AXjBnA==,David,Clough,NULL,GNR,368,NCM,RCA School,English,Male,Army,MCpl
1s1vMCb+BD358wTI8k9IEE3Ft61kcWHoA1iZikNGSy4AAK8/AXf/YQ==,Daisy,Bullington,NULL,INFTR,10,NCM,CAAWC,French,Male,Army,Sgt
1TH13gc7PdrY1evcsxhS4gWNXJbqNX1w9ibsPzqd1u4AAK8/AXf/eQ==,Janet,Kelter,NULL,SIGS,341,Officer,CFSCE,French,Male,Air,2Lt
1tvrahAwZ1lh7OgSQaEIycWCoSY0tHa6ZvoTrUyIok8AAK8/AXf/bQ==,Jordan,Saenz,NULL,SIG TECH,385,NCM,CFSCE,English,Male,Air,Pte(B)
1urD/CgwRStixsfppMDRbADJGD6KcSAMjXQyU+ZlDCgAAK8/AXjBhw==,Janice,Hill,NULL,GNR,368,NCM,INF School,English,Male,Army,MCpl
1UwAJaJskdwqMzCh4SmfyF0W+U/RG0l2Ia9pNQ/mcyMAAK8/AXjBiQ==,Desiree,Fortson,NULL,ARMD,178,Officer,RCACS,French,Male,Army,OCdt
1v4ieKhWQkhtXAS6+uxOzFR5MGSofJFxslWtDavSmCMAAK8/AXjBiA==,Michelle,Martinez,NULL,INFTR,10,NCM,INF School,English,Male,Army,WO
1wIzgj/+Pwbi/xHfA9UABDbIH56kAVsRNFSPmeZlGXIAAK8/AXiG8A==,Roxanne,Mullinax,NULL,INF,180,Officer,INF School,French,Male,Army,2Lt
1wlOIV8cQcPRGcN9yRs2CNcmRmlu4fm9gdXwdmmiGNUAAK8/AXiG5g==,Roxanne,Yockers,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Pte(B)
1wZzCDp15+69bwokzb5+S+SmmS21kq23OSbDhRaWxxMAAK8/AXf/cA==,April,Posey,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
1XjOHee9PHclWcLeLEfiSfcQE/QEGsHOFrJqPi6sa0UAAK8/AXf/Yw==,Christine,Carr,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Pte(B)
1yhAz3zQStRMVy2+HSWauY7ngybjvTuUspaJzkqX5wIAAK8/AXiG+Q==,Kimberly,Bair,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
1Za1tF5mhd7rJccaHw/pLHeL4GUPg8tYviNlpnfrGOIAAK8/AXf/YA==,Jean,Cain,NULL,MAT MGT TECH,168,NCM,CAAWC,French,Male,Army,MCpl
1zNHfXU0KqN7DOAByaUXiq4lHoYyoWLVd5AfJZrLwUkAAK8/AXiG6Q==,Yvonne,Hall,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,WO
1zSvrQqTDRJSVFU7HliLx32gX2Z6WKTI84NvZycyuRMAAK8/AXjBmg==,Bonnie,Godfrey,NULL,CRMN,5,NCM,RCACS,English,Male,Army,MCpl
2+ATSucCJIalPKH01jefKMteblI3N83HJf1uiUtspyEAAK8/AXjBkA==,Laura,Torres,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
20igPwBwKs/C8MEqjqib4olTXB74TqCkPLlRTkvOjg0AAK8/AXf/cg==,Patricia,Bader,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,MCpl
21EeR24NfkrvB1pJpVVBmdEzZJyK2v6qxJ63HFJ21hkAAK8/AXiG2A==,Christine,Kabrick,NULL,ATIS TECH,109,NCM,CFSCE,English,Female,Army,Cpl
21W+6ZqDxzq4PVWZT6EkLhcJpBzKdIeEa1ea8WveItwAAK8/AXjBjg==,Helen,Morris,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Pte
21WNJQ7BxK0QURYwORPOUM3L1JPapMlOKyh15Z4cSQQAAK8/AXf/bA==,Benjamin,Mihm,NULL,SIGS,341,Officer,CFSCE,English,Male,Air,Lt
22Vi8gYevu69+eBWwdIISEV7BSc/jJaXZ3cEBvetn+AAAK8/AXiG6g==,Richard,Peterson,NULL,SIG TECH,385,NCM,CTCHQ,English,Male,Army,Sgt
25/xAUU5tNvDJhi8GdwmttxTOwTKtgJ52MWzlfZ9k8kAAK8/AXjBog==,Pamelia,Buchanan,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
29iw1devmVyH+ExrWqUri5qOOUp+T4KCGfDWTjAusPYAAK8/AXiG2w==,Robert,Genung,NULL,IS TECH,394,NCM,CFSCE,English,Male,Air,Sgt
2bbvM5tQS1ETNi13NvTDlZSiu2veR+2hm+5ibV0ZMEcAAK8/AXjBiA==,Suzanne,Smith,NULL,INF,180,Officer,INF School,English,Male,Air,2Lt
2BCfE8dTj8/INeWlGZJWDEhXlqayAmYVcMVNlIBCZfsAAK8/AXjBog==,Katie,Mark,NULL,ARTY,179,Officer,RCA School,English,Male,Army,Capt
2Bh52yZk5Bvt+5UcYFtes8tA57PtvoRRWqbNYCmbU7YAAK8/AXjBlA==,Louis,Mcmullen,NULL,ARMD,178,Officer,RCACS,English,Male,Army,Capt
2C1Pzss6bjmAmesmr4Bu7tcznqJq9+h+uWXWPB6Bn2sAAK8/AXjBlA==,Kendra,Hunnicutt,NULL,ARMD,178,Officer,RCACS,French,Male,Army,2Lt
2cFIGBx3jn1c8WUGMdS78UhHWKsN7mRIaZLN4DhOh3MAAK8/AXjBlA==,Shirley,Muzzarelli,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
2CVrsfMt5pRwCckZ87CvktF96C9JIFpxEVJ/c4r0sk0AAK8/AXf/ag==,Edward,Welty,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,Sgt
2cXNyJVedRojb0HDpmZGBIFVbtddiNsjUVz3qTTtNJYAAK8/AXj7PQ==,Jerry,Roman,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,MWO
2D8pSKLZixDBNTVTceGUEy0lXra7Yn5kmkD1cWqGUD0AAK8/AXf/bw==,Jeff,Culbertson,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Army,Cpl
2ErXe4M22NYgOPQU1Em67QaTgOBGtWyUoCXkoKuMkHYAAK8/AXf/bg==,Kelly,Kauffman,NULL,SIG OP,383,NCM,CFSCE,French,Female,Army,Pte(B)
2ForqYH7IfocwBJrUcytuF1fPbn0ErcFhy7FmzIzH9cAAK8/AXj7Pw==,Shannon,Pritt,NULL,VEH TECH,129,NCM,RCEMES,English,Female,Army,MCpl
2FpBkf5TMlwllzyF9Jc8PFFqEqlOosS9h/G1Xvzy328AAK8/AXj7NQ==,Bridgett,Lor,NULL,GNR,368,NCM,RCA School,English,Male,Army,WO
2HtdQJEvYpm/HANy1ud5J4CITOdX5MD5d9XCEK+RrCsAAK8/AXj7QQ==,Leslie,Covington,NULL,ARTY,179,Officer,TAC School,English,Male,Army,Maj
2iLsX1HdgEOVQyrb0lHEwqow+iaGK8q2R5TEqZ8Jm48AAK8/AXf/bA==,Betty,Newsome,NULL,ATIS TECH,109,NCM,CFSCE,English,Female,Army,Pte(B)
2iNUs6J4nN/FekmSIexfA18NGTLr4ZmvQkeCs1MNrLUAAK8/AXjBkQ==,Thomas,Hill,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
2JIHHk03qtAIHwx0utJrzvUWMUy9JfQQNnfVmekg0jkAAK8/AXjBjw==,Bradley,Barginear,Student,CRMN,5,NCM,RCACS,English,Male,Army,Pte(R)
2K5IRy1SU/aGPNbEV3yeqN3xFycDJ1rgvJpc5Oxz7EUAAK8/AXiG+Q==,Maria,Thompson,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
2KDL2OzBb8ib2bYLY08RtJ5Ic0/l94SvyAeBy4TE5x8AAK8/AXj7Ng==,Michael,Larsen,NULL,VEH TECH,129,NCM,RCEMES,French,Male,Air,Pte(B)
2LF+aJkSy7aDiwgLrAttEYPkwE3tnrRqpHY6uf99b/4AAK8/AXiG2w==,Larry,Stephens,NULL,AMMO TECH,169,NCM,CFSME,English,Male,Army,MCpl
2llubLAAjWFF8jgJ6AHDPkmjkmfqZ2jgVyLKntRJkHwAAK8/AXiG+A==,Jim,Pineda,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
2lOX6DW3wTz8QsyY0ausUN+Ot1Ivx3cQX4U/qgGiTrgAAK8/AXf/YQ==,Kristen,Finch,NULL,ADS TECH,387,NCM,CAAWC,English,Male,Army,WO
2mI177mZdTpctuSdd+kbYl/vUmvcqDGgtL2VI8b4lygAAK8/AXiG2w==,Patricia,Wendell,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,MCpl
2nAzf61brldD7CPWWnZoUg+SCbnEJOXutL6mKdq0aasAAK8/AXf/cg==,Joey,Rice,NULL,SIGINT,120,NCM,CFSCE,English,Male,Air,Pte(B)
2ndhXpS1aEmpIzqoJApjgauR9BSaG2J0pgcPRW10VVIAAK8/AXj7Mw==,Marita,Smith,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
2Ni+FplAgW2pwggASNL0Q2e8DsavUwOBMxixbcerfL0AAK8/AXjBiw==,Ruby,Kerwood,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
2pSdJVEZ1QnVmbIyKfatsvOysOSQ8VuREIZaOubOvMMAAK8/AXjBmA==,Bradford,Roberts,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
